personna; day ; event; time
veto;2016-1-11;light_on;7:31
veto;2016-1-11;coffee;7:42
veto;2016-1-11;shower_on;7:54
veto;2016-1-11;shower_off;7:58
veto;2016-1-11;toothbrush;8:0
veto;2016-1-12;garage;8:15
veto;2016-1-12;light_off;8:13
veto;2016-1-12;clock;7:15
veto;2016-1-12;heater;6:45
veto;2016-1-12;light_on;7:16
veto;2016-1-12;coffee;7:27
veto;2016-1-12;shower_on;7:38
veto;2016-1-12;shower_off;7:43
veto;2016-1-12;toothbrush;7:45
veto;2016-1-13;garage;7:45
veto;2016-1-13;light_off;7:43
veto;2016-1-13;clock;6:45
veto;2016-1-13;heater;6:15
veto;2016-1-13;light_on;6:46
veto;2016-1-13;coffee;6:57
veto;2016-1-13;shower_on;7:5
veto;2016-1-13;shower_off;7:9
veto;2016-1-13;toothbrush;7:11
veto;2016-1-14;garage;7:30
veto;2016-1-14;light_off;7:28
veto;2016-1-14;clock;6:30
veto;2016-1-14;heater;6:0
veto;2016-1-14;light_on;6:31
veto;2016-1-14;coffee;6:40
veto;2016-1-14;shower_on;6:48
veto;2016-1-14;shower_off;6:55
veto;2016-1-14;toothbrush;6:57
veto;2016-1-15;garage;8:30
veto;2016-1-15;light_off;8:28
veto;2016-1-15;clock;7:30
veto;2016-1-15;heater;7:0
veto;2016-1-15;light_on;7:31
veto;2016-1-15;coffee;7:41
veto;2016-1-15;shower_on;7:50
veto;2016-1-15;shower_off;7:56
veto;2016-1-15;toothbrush;7:58
veto;2016-1-16;garage;9:00
veto;2016-1-16;light_off;8:58
veto;2016-1-16;tv_off;8:55
veto;2016-1-16;clock;7:30
veto;2016-1-16;heater;7:0
veto;2016-1-16;light_on;7:31
veto;2016-1-16;coffee;7:46
veto;2016-1-16;tv_on;7:46
veto;2016-1-16;shower_on;8:24
veto;2016-1-16;shower_off;8:33
veto;2016-1-16;toothbrush;8:35
veto;2016-1-17;garage;10:00
veto;2016-1-17;light_off;9:58
veto;2016-1-17;tv_off;9:55
veto;2016-1-17;clock;8:30
veto;2016-1-17;heater;8:0
veto;2016-1-17;light_on;8:31
veto;2016-1-17;coffee;8:44
veto;2016-1-17;tv_on;8:44
veto;2016-1-17;shower_on;9:12
veto;2016-1-17;shower_off;9:22
veto;2016-1-17;toothbrush;9:24
veto;2016-1-18;garage;8:0
veto;2016-1-18;light_off;7:58
veto;2016-1-18;clock;7:0
veto;2016-1-18;heater;6:30
veto;2016-1-18;light_on;7:1
veto;2016-1-18;coffee;7:13
veto;2016-1-18;shower_on;7:25
veto;2016-1-18;shower_off;7:32
veto;2016-1-18;toothbrush;7:34
veto;2016-1-19;garage;7:30
veto;2016-1-19;light_off;7:28
veto;2016-1-19;clock;6:30
veto;2016-1-19;heater;6:0
veto;2016-1-19;light_on;6:31
veto;2016-1-19;coffee;6:39
veto;2016-1-19;shower_on;6:52
veto;2016-1-19;shower_off;6:56
veto;2016-1-19;toothbrush;6:58
veto;2016-1-20;garage;8:15
veto;2016-1-20;light_off;8:13
veto;2016-1-20;clock;7:15
veto;2016-1-20;heater;6:45
veto;2016-1-20;light_on;7:16
veto;2016-1-20;coffee;7:25
veto;2016-1-20;shower_on;7:36
veto;2016-1-20;shower_off;7:41
veto;2016-1-20;toothbrush;7:43
veto;2016-1-21;garage;7:45
veto;2016-1-21;light_off;7:43
veto;2016-1-21;clock;6:45
veto;2016-1-21;heater;6:15
veto;2016-1-21;light_on;6:46
veto;2016-1-21;coffee;6:57
veto;2016-1-21;shower_on;7:9
veto;2016-1-21;shower_off;7:16
veto;2016-1-21;toothbrush;7:18
veto;2016-1-22;garage;7:45
veto;2016-1-22;light_off;7:43
veto;2016-1-22;clock;6:45
veto;2016-1-22;heater;6:15
veto;2016-1-22;light_on;6:46
veto;2016-1-22;coffee;6:54
veto;2016-1-22;shower_on;7:4
veto;2016-1-22;shower_off;7:9
veto;2016-1-22;toothbrush;7:11
veto;2016-1-23;garage;10:00
veto;2016-1-23;light_off;9:58
veto;2016-1-23;tv_off;9:55
veto;2016-1-23;clock;8:30
veto;2016-1-23;heater;8:0
veto;2016-1-23;light_on;8:31
veto;2016-1-23;coffee;8:47
veto;2016-1-23;tv_on;8:47
veto;2016-1-23;shower_on;9:12
veto;2016-1-23;shower_off;9:24
veto;2016-1-23;toothbrush;9:26
veto;2016-1-24;garage;9:00
veto;2016-1-24;light_off;8:58
veto;2016-1-24;tv_off;8:55
veto;2016-1-24;clock;7:30
veto;2016-1-24;heater;7:0
veto;2016-1-24;light_on;7:31
veto;2016-1-24;coffee;7:48
veto;2016-1-24;tv_on;7:48
veto;2016-1-24;shower_on;8:13
veto;2016-1-24;shower_off;8:25
veto;2016-1-24;toothbrush;8:27
veto;2016-1-25;garage;8:15
veto;2016-1-25;light_off;8:13
veto;2016-1-25;clock;7:15
veto;2016-1-25;heater;6:45
veto;2016-1-25;light_on;7:16
veto;2016-1-25;coffee;7:26
veto;2016-1-25;shower_on;7:38
veto;2016-1-25;shower_off;7:42
veto;2016-1-25;toothbrush;7:44
veto;2016-1-25;clock;7:0
veto;2016-1-25;heater;6:30
veto;2016-1-25;light_on;4:52
veto;2016-1-25;coffee;4:55
veto;2016-1-25;door;4:58
veto;2016-1-26;garage;8:45
veto;2016-1-26;light_off;8:43
veto;2016-1-26;clock;7:45
veto;2016-1-26;heater;7:15
veto;2016-1-26;light_on;7:46
veto;2016-1-26;coffee;7:56
veto;2016-1-26;shower_on;8:5
veto;2016-1-26;shower_off;8:9
veto;2016-1-26;toothbrush;8:11
veto;2016-1-27;garage;7:30
veto;2016-1-27;light_off;7:28
veto;2016-1-27;clock;6:30
veto;2016-1-27;heater;6:0
veto;2016-1-27;light_on;6:31
veto;2016-1-27;coffee;6:40
veto;2016-1-27;shower_on;6:48
veto;2016-1-27;shower_off;6:53
veto;2016-1-27;toothbrush;6:55
veto;2016-1-28;garage;8:0
veto;2016-1-28;light_off;7:58
veto;2016-1-28;clock;7:0
veto;2016-1-28;heater;6:30
veto;2016-1-28;light_on;7:1
veto;2016-1-28;coffee;7:12
veto;2016-1-28;shower_on;7:22
veto;2016-1-28;shower_off;7:27
veto;2016-1-28;toothbrush;7:29
veto;2016-1-29;garage;7:30
veto;2016-1-29;light_off;7:28
veto;2016-1-29;clock;6:30
veto;2016-1-29;heater;6:0
veto;2016-1-29;light_on;6:31
veto;2016-1-29;coffee;6:38
veto;2016-1-29;shower_on;6:47
veto;2016-1-29;shower_off;6:54
veto;2016-1-29;toothbrush;6:56
veto;2016-1-30;garage;9:00
veto;2016-1-30;light_off;8:58
veto;2016-1-30;tv_off;8:55
veto;2016-1-30;clock;7:30
veto;2016-1-30;heater;7:0
veto;2016-1-30;light_on;7:31
veto;2016-1-30;coffee;7:44
veto;2016-1-30;tv_on;7:44
veto;2016-1-30;shower_on;8:8
veto;2016-1-30;shower_off;8:19
veto;2016-1-30;toothbrush;8:21
veto;2016-1-31;garage;10:00
veto;2016-1-31;light_off;9:58
veto;2016-1-31;tv_off;9:55
veto;2016-1-31;clock;8:30
veto;2016-1-31;heater;8:0
veto;2016-1-31;light_on;8:31
veto;2016-1-31;coffee;8:48
veto;2016-1-31;tv_on;8:48
veto;2016-1-31;shower_on;9:18
veto;2016-1-31;shower_off;9:30
veto;2016-1-31;toothbrush;9:32
veto;2016-2-1;garage;8:30
veto;2016-2-1;light_off;8:28
veto;2016-2-1;clock;7:30
veto;2016-2-1;heater;7:0
veto;2016-2-1;light_on;7:31
veto;2016-2-1;coffee;7:42
veto;2016-2-1;shower_on;7:53
veto;2016-2-1;shower_off;7:59
veto;2016-2-1;toothbrush;8:1
veto;2016-2-2;garage;8:45
veto;2016-2-2;light_off;8:43
veto;2016-2-2;clock;7:45
veto;2016-2-2;heater;7:15
veto;2016-2-2;light_on;7:46
veto;2016-2-2;coffee;7:54
veto;2016-2-2;shower_on;8:5
veto;2016-2-2;shower_off;8:12
veto;2016-2-2;toothbrush;8:14
veto;2016-2-3;garage;8:15
veto;2016-2-3;light_off;8:13
veto;2016-2-3;clock;7:15
veto;2016-2-3;heater;6:45
veto;2016-2-3;light_on;7:16
veto;2016-2-3;coffee;7:25
veto;2016-2-3;shower_on;7:37
veto;2016-2-3;shower_off;7:42
veto;2016-2-3;toothbrush;7:44
veto;2016-2-3;clock;7:0
veto;2016-2-3;heater;6:30
veto;2016-2-3;light_on;5:25
veto;2016-2-3;coffee;5:31
veto;2016-2-3;door;5:34
veto;2016-2-4;garage;8:0
veto;2016-2-4;light_off;7:58
veto;2016-2-4;clock;7:0
veto;2016-2-4;heater;6:30
veto;2016-2-4;light_on;7:1
veto;2016-2-4;coffee;7:11
veto;2016-2-4;shower_on;7:19
veto;2016-2-4;shower_off;7:24
veto;2016-2-4;toothbrush;7:26
veto;2016-2-5;garage;7:45
veto;2016-2-5;light_off;7:43
veto;2016-2-5;clock;6:45
veto;2016-2-5;heater;6:15
veto;2016-2-5;light_on;6:46
veto;2016-2-5;coffee;6:57
veto;2016-2-5;shower_on;7:8
veto;2016-2-5;shower_off;7:13
veto;2016-2-5;toothbrush;7:15
veto;2016-2-5;clock;7:0
veto;2016-2-5;heater;6:30
veto;2016-2-5;light_on;3:34
veto;2016-2-5;coffee;3:39
veto;2016-2-5;door;3:42
veto;2016-2-6;garage;10:00
veto;2016-2-6;light_off;9:58
veto;2016-2-6;tv_off;9:55
veto;2016-2-6;clock;8:30
veto;2016-2-6;heater;8:0
veto;2016-2-6;light_on;8:31
veto;2016-2-6;coffee;8:47
veto;2016-2-6;tv_on;8:47
veto;2016-2-6;shower_on;9:18
veto;2016-2-6;shower_off;9:28
veto;2016-2-6;toothbrush;9:30
veto;2016-2-7;garage;9:00
veto;2016-2-7;light_off;8:58
veto;2016-2-7;tv_off;8:55
veto;2016-2-7;clock;7:30
veto;2016-2-7;heater;7:0
veto;2016-2-7;light_on;7:31
veto;2016-2-7;coffee;7:48
veto;2016-2-7;tv_on;7:48
veto;2016-2-7;shower_on;8:18
veto;2016-2-7;shower_off;8:29
veto;2016-2-7;toothbrush;8:31
veto;2016-2-8;garage;8:0
veto;2016-2-8;light_off;7:58
veto;2016-2-8;clock;7:0
veto;2016-2-8;heater;6:30
veto;2016-2-8;light_on;7:1
veto;2016-2-8;coffee;7:8
veto;2016-2-8;shower_on;7:20
veto;2016-2-8;shower_off;7:24
veto;2016-2-8;toothbrush;7:26
veto;2016-2-9;garage;7:30
veto;2016-2-9;light_off;7:28
veto;2016-2-9;clock;6:30
veto;2016-2-9;heater;6:0
veto;2016-2-9;light_on;6:31
veto;2016-2-9;coffee;6:44
veto;2016-2-9;shower_on;6:53
veto;2016-2-9;shower_off;7:0
veto;2016-2-9;toothbrush;7:2
veto;2016-2-10;garage;7:30
veto;2016-2-10;light_off;7:28
veto;2016-2-10;clock;6:30
veto;2016-2-10;heater;6:0
veto;2016-2-10;light_on;6:31
veto;2016-2-10;coffee;6:43
veto;2016-2-10;shower_on;6:52
veto;2016-2-10;shower_off;6:56
veto;2016-2-10;toothbrush;6:58
veto;2016-2-11;garage;8:30
veto;2016-2-11;light_off;8:28
veto;2016-2-11;clock;7:30
veto;2016-2-11;heater;7:0
veto;2016-2-11;light_on;7:31
veto;2016-2-11;coffee;7:38
veto;2016-2-11;shower_on;7:48
veto;2016-2-11;shower_off;7:55
veto;2016-2-11;toothbrush;7:57
veto;2016-2-12;garage;8:0
veto;2016-2-12;light_off;7:58
veto;2016-2-12;clock;7:0
veto;2016-2-12;heater;6:30
veto;2016-2-12;light_on;7:1
veto;2016-2-12;coffee;7:12
veto;2016-2-12;shower_on;7:25
veto;2016-2-12;shower_off;7:31
veto;2016-2-12;toothbrush;7:33
veto;2016-2-13;garage;9:00
veto;2016-2-13;light_off;8:58
veto;2016-2-13;tv_off;8:55
veto;2016-2-13;clock;7:30
veto;2016-2-13;heater;7:0
veto;2016-2-13;light_on;7:31
veto;2016-2-13;coffee;7:43
veto;2016-2-13;tv_on;7:43
veto;2016-2-13;shower_on;8:4
veto;2016-2-13;shower_off;8:13
veto;2016-2-13;toothbrush;8:15
veto;2016-2-14;garage;9:00
veto;2016-2-14;light_off;8:58
veto;2016-2-14;tv_off;8:55
veto;2016-2-14;clock;7:30
veto;2016-2-14;heater;7:0
veto;2016-2-14;light_on;7:31
veto;2016-2-14;coffee;7:48
veto;2016-2-14;tv_on;7:48
veto;2016-2-14;shower_on;8:12
veto;2016-2-14;shower_off;8:24
veto;2016-2-14;toothbrush;8:26
veto;2016-2-15;garage;7:45
veto;2016-2-15;light_off;7:43
veto;2016-2-15;clock;6:45
veto;2016-2-15;heater;6:15
veto;2016-2-15;light_on;6:46
veto;2016-2-15;coffee;6:54
veto;2016-2-15;shower_on;7:3
veto;2016-2-15;shower_off;7:7
veto;2016-2-15;toothbrush;7:9
veto;2016-2-16;garage;8:0
veto;2016-2-16;light_off;7:58
veto;2016-2-16;clock;7:0
veto;2016-2-16;heater;6:30
veto;2016-2-16;light_on;7:1
veto;2016-2-16;coffee;7:8
veto;2016-2-16;shower_on;7:20
veto;2016-2-16;shower_off;7:24
veto;2016-2-16;toothbrush;7:26
veto;2016-2-17;garage;8:30
veto;2016-2-17;light_off;8:28
veto;2016-2-17;clock;7:30
veto;2016-2-17;heater;7:0
veto;2016-2-17;light_on;7:31
veto;2016-2-17;coffee;7:38
veto;2016-2-17;shower_on;7:50
veto;2016-2-17;shower_off;7:56
veto;2016-2-17;toothbrush;7:58
veto;2016-2-18;garage;8:15
veto;2016-2-18;light_off;8:13
veto;2016-2-18;clock;7:15
veto;2016-2-18;heater;6:45
veto;2016-2-18;light_on;7:16
veto;2016-2-18;coffee;7:23
veto;2016-2-18;shower_on;7:33
veto;2016-2-18;shower_off;7:40
veto;2016-2-18;toothbrush;7:42
veto;2016-2-18;clock;7:0
veto;2016-2-18;heater;6:30
veto;2016-2-18;light_on;4:39
veto;2016-2-18;coffee;4:44
veto;2016-2-18;door;4:47
veto;2016-2-19;garage;8:15
veto;2016-2-19;light_off;8:13
veto;2016-2-19;clock;7:15
veto;2016-2-19;heater;6:45
veto;2016-2-19;light_on;7:16
veto;2016-2-19;coffee;7:28
veto;2016-2-19;shower_on;7:38
veto;2016-2-19;shower_off;7:42
veto;2016-2-19;toothbrush;7:44
veto;2016-2-20;garage;9:00
veto;2016-2-20;light_off;8:58
veto;2016-2-20;tv_off;8:55
veto;2016-2-20;clock;7:30
veto;2016-2-20;heater;7:0
veto;2016-2-20;light_on;7:31
veto;2016-2-20;coffee;7:47
veto;2016-2-20;tv_on;7:47
veto;2016-2-20;shower_on;8:22
veto;2016-2-20;shower_off;8:32
veto;2016-2-20;toothbrush;8:34
veto;2016-2-21;garage;9:00
veto;2016-2-21;light_off;8:58
veto;2016-2-21;tv_off;8:55
veto;2016-2-21;clock;7:30
veto;2016-2-21;heater;7:0
veto;2016-2-21;light_on;7:31
veto;2016-2-21;coffee;7:46
veto;2016-2-21;tv_on;7:46
veto;2016-2-21;shower_on;8:17
veto;2016-2-21;shower_off;8:25
veto;2016-2-21;toothbrush;8:27
veto;2016-2-21;clock;7:0
veto;2016-2-21;heater;6:30
veto;2016-2-21;light_on;4:9
veto;2016-2-21;coffee;4:12
veto;2016-2-21;door;4:15
veto;2016-2-22;garage;8:0
veto;2016-2-22;light_off;7:58
veto;2016-2-22;clock;7:0
veto;2016-2-22;heater;6:30
veto;2016-2-22;light_on;7:1
veto;2016-2-22;coffee;7:11
veto;2016-2-22;shower_on;7:22
veto;2016-2-22;shower_off;7:26
veto;2016-2-22;toothbrush;7:28
veto;2016-2-23;garage;7:30
veto;2016-2-23;light_off;7:28
veto;2016-2-23;clock;6:30
veto;2016-2-23;heater;6:0
veto;2016-2-23;light_on;6:31
veto;2016-2-23;coffee;6:45
veto;2016-2-23;shower_on;6:54
veto;2016-2-23;shower_off;6:58
veto;2016-2-23;toothbrush;7:0
veto;2016-2-23;clock;7:0
veto;2016-2-23;heater;6:30
veto;2016-2-23;light_on;4:35
veto;2016-2-23;coffee;4:38
veto;2016-2-23;door;4:41
veto;2016-2-24;garage;8:30
veto;2016-2-24;light_off;8:28
veto;2016-2-24;clock;7:30
veto;2016-2-24;heater;7:0
veto;2016-2-24;light_on;7:31
veto;2016-2-24;coffee;7:43
veto;2016-2-24;shower_on;7:55
veto;2016-2-24;shower_off;8:0
veto;2016-2-24;toothbrush;8:2
veto;2016-2-25;garage;8:0
veto;2016-2-25;light_off;7:58
veto;2016-2-25;clock;7:0
veto;2016-2-25;heater;6:30
veto;2016-2-25;light_on;7:1
veto;2016-2-25;coffee;7:12
veto;2016-2-25;shower_on;7:20
veto;2016-2-25;shower_off;7:26
veto;2016-2-25;toothbrush;7:28
veto;2016-2-26;garage;8:30
veto;2016-2-26;light_off;8:28
veto;2016-2-26;clock;7:30
veto;2016-2-26;heater;7:0
veto;2016-2-26;light_on;7:31
veto;2016-2-26;coffee;7:38
veto;2016-2-26;shower_on;7:48
veto;2016-2-26;shower_off;7:52
veto;2016-2-26;toothbrush;7:54
veto;2016-2-27;garage;10:00
veto;2016-2-27;light_off;9:58
veto;2016-2-27;tv_off;9:55
veto;2016-2-27;clock;8:30
veto;2016-2-27;heater;8:0
veto;2016-2-27;light_on;8:31
veto;2016-2-27;coffee;8:44
veto;2016-2-27;tv_on;8:44
veto;2016-2-27;shower_on;9:16
veto;2016-2-27;shower_off;9:28
veto;2016-2-27;toothbrush;9:30
veto;2016-2-28;garage;9:00
veto;2016-2-28;light_off;8:58
veto;2016-2-28;tv_off;8:55
veto;2016-2-28;clock;7:30
veto;2016-2-28;heater;7:0
veto;2016-2-28;light_on;7:31
veto;2016-2-28;coffee;7:47
veto;2016-2-28;tv_on;7:47
veto;2016-2-28;shower_on;8:15
veto;2016-2-28;shower_off;8:24
veto;2016-2-28;toothbrush;8:26
veto;2016-2-28;clock;7:0
veto;2016-2-28;heater;6:30
veto;2016-2-28;light_on;3:39
veto;2016-2-28;coffee;3:42
veto;2016-2-28;door;3:45
veto;2016-2-29;garage;7:30
veto;2016-2-29;light_off;7:28
veto;2016-2-29;clock;6:30
veto;2016-2-29;heater;6:0
veto;2016-2-29;light_on;6:31
veto;2016-2-29;coffee;6:40
veto;2016-2-29;shower_on;6:52
veto;2016-2-29;shower_off;6:57
veto;2016-2-29;toothbrush;6:59
veto;2016-3-1;garage;8:30
veto;2016-3-1;light_off;8:28
veto;2016-3-1;clock;7:30
veto;2016-3-1;heater;7:0
veto;2016-3-1;light_on;7:31
veto;2016-3-1;coffee;7:47
veto;2016-3-1;shower_on;7:56
veto;2016-3-1;shower_off;8:0
veto;2016-3-1;toothbrush;8:2
veto;2016-3-2;garage;7:45
veto;2016-3-2;light_off;7:43
veto;2016-3-2;clock;6:45
veto;2016-3-2;heater;6:15
veto;2016-3-2;light_on;6:46
veto;2016-3-2;coffee;6:56
veto;2016-3-2;shower_on;7:6
veto;2016-3-2;shower_off;7:12
veto;2016-3-2;toothbrush;7:14
veto;2016-3-3;garage;7:45
veto;2016-3-3;light_off;7:43
veto;2016-3-3;clock;6:45
veto;2016-3-3;heater;6:15
veto;2016-3-3;light_on;6:46
veto;2016-3-3;coffee;6:55
veto;2016-3-3;shower_on;7:3
veto;2016-3-3;shower_off;7:8
veto;2016-3-3;toothbrush;7:10
veto;2016-3-4;garage;7:45
veto;2016-3-4;light_off;7:43
veto;2016-3-4;clock;6:45
veto;2016-3-4;heater;6:15
veto;2016-3-4;light_on;6:46
veto;2016-3-4;coffee;6:58
veto;2016-3-4;shower_on;7:9
veto;2016-3-4;shower_off;7:13
veto;2016-3-4;toothbrush;7:15
veto;2016-3-5;garage;10:00
veto;2016-3-5;light_off;9:58
veto;2016-3-5;tv_off;9:55
veto;2016-3-5;clock;8:30
veto;2016-3-5;heater;8:0
veto;2016-3-5;light_on;8:31
veto;2016-3-5;coffee;8:43
veto;2016-3-5;tv_on;8:43
veto;2016-3-5;shower_on;9:7
veto;2016-3-5;shower_off;9:20
veto;2016-3-5;toothbrush;9:22
veto;2016-3-6;garage;10:00
veto;2016-3-6;light_off;9:58
veto;2016-3-6;tv_off;9:55
veto;2016-3-6;clock;8:30
veto;2016-3-6;heater;8:0
veto;2016-3-6;light_on;8:31
veto;2016-3-6;coffee;8:46
veto;2016-3-6;tv_on;8:46
veto;2016-3-6;shower_on;9:24
veto;2016-3-6;shower_off;9:33
veto;2016-3-6;toothbrush;9:35
veto;2016-3-7;garage;7:45
veto;2016-3-7;light_off;7:43
veto;2016-3-7;clock;6:45
veto;2016-3-7;heater;6:15
veto;2016-3-7;light_on;6:46
veto;2016-3-7;coffee;6:55
veto;2016-3-7;shower_on;7:4
veto;2016-3-7;shower_off;7:10
veto;2016-3-7;toothbrush;7:12
veto;2016-3-8;garage;8:30
veto;2016-3-8;light_off;8:28
veto;2016-3-8;clock;7:30
veto;2016-3-8;heater;7:0
veto;2016-3-8;light_on;7:31
veto;2016-3-8;coffee;7:39
veto;2016-3-8;shower_on;7:51
veto;2016-3-8;shower_off;7:58
veto;2016-3-8;toothbrush;8:0
veto;2016-3-8;clock;7:0
veto;2016-3-8;heater;6:30
veto;2016-3-8;light_on;4:22
veto;2016-3-8;coffee;4:27
veto;2016-3-8;door;4:30
veto;2016-3-9;garage;8:30
veto;2016-3-9;light_off;8:28
veto;2016-3-9;clock;7:30
veto;2016-3-9;heater;7:0
veto;2016-3-9;light_on;7:31
veto;2016-3-9;coffee;7:38
veto;2016-3-9;shower_on;7:51
veto;2016-3-9;shower_off;7:58
veto;2016-3-9;toothbrush;8:0
veto;2016-3-10;garage;8:30
veto;2016-3-10;light_off;8:28
veto;2016-3-10;clock;7:30
veto;2016-3-10;heater;7:0
veto;2016-3-10;light_on;7:31
veto;2016-3-10;coffee;7:42
veto;2016-3-10;shower_on;7:51
veto;2016-3-10;shower_off;7:57
veto;2016-3-10;toothbrush;7:59
veto;2016-3-11;garage;8:0
veto;2016-3-11;light_off;7:58
veto;2016-3-11;clock;7:0
veto;2016-3-11;heater;6:30
veto;2016-3-11;light_on;7:1
veto;2016-3-11;coffee;7:12
veto;2016-3-11;shower_on;7:20
veto;2016-3-11;shower_off;7:25
veto;2016-3-11;toothbrush;7:27
veto;2016-3-12;garage;10:00
veto;2016-3-12;light_off;9:58
veto;2016-3-12;tv_off;9:55
veto;2016-3-12;clock;8:30
veto;2016-3-12;heater;8:0
veto;2016-3-12;light_on;8:31
veto;2016-3-12;coffee;8:44
veto;2016-3-12;tv_on;8:44
veto;2016-3-12;shower_on;9:13
veto;2016-3-12;shower_off;9:21
veto;2016-3-12;toothbrush;9:23
veto;2016-3-13;garage;9:00
veto;2016-3-13;light_off;8:58
veto;2016-3-13;tv_off;8:55
veto;2016-3-13;clock;7:30
veto;2016-3-13;heater;7:0
veto;2016-3-13;light_on;7:31
veto;2016-3-13;coffee;7:44
veto;2016-3-13;tv_on;7:44
veto;2016-3-13;shower_on;8:5
veto;2016-3-13;shower_off;8:13
veto;2016-3-13;toothbrush;8:15
veto;2016-3-14;garage;7:45
veto;2016-3-14;light_off;7:43
veto;2016-3-14;clock;6:45
veto;2016-3-14;heater;6:15
veto;2016-3-14;light_on;6:46
veto;2016-3-14;coffee;6:53
veto;2016-3-14;shower_on;7:3
veto;2016-3-14;shower_off;7:10
veto;2016-3-14;toothbrush;7:12
veto;2016-3-15;garage;7:30
veto;2016-3-15;light_off;7:28
veto;2016-3-15;clock;6:30
veto;2016-3-15;heater;6:0
veto;2016-3-15;light_on;6:31
veto;2016-3-15;coffee;6:41
veto;2016-3-15;shower_on;6:50
veto;2016-3-15;shower_off;6:54
veto;2016-3-15;toothbrush;6:56
veto;2016-3-16;garage;7:30
veto;2016-3-16;light_off;7:28
veto;2016-3-16;clock;6:30
veto;2016-3-16;heater;6:0
veto;2016-3-16;light_on;6:31
veto;2016-3-16;coffee;6:43
veto;2016-3-16;shower_on;6:52
veto;2016-3-16;shower_off;6:58
veto;2016-3-16;toothbrush;7:0
veto;2016-3-17;garage;8:0
